Year,Name,Revenue,product_name,category_name,city,state,order_date,product_name,category_name,brand_name,store_name
2016,Latashia Travis,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Upland,CA,5/20/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Latashia Travis,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Upland,CA,5/20/2016,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes
2016,Latosha Dalton,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Bakersfield,CA,4/18/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Latosha Dalton,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Bakersfield,CA,4/18/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes
2016,Latosha Dalton,1549,Surly Straggler - 2016,Cyclocross Bicycles,Bakersfield,CA,4/18/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Latosha Dalton,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Bakersfield,CA,4/18/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Launa Hull,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Helotes,TX,3/6/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Rowlett Bikes
2016,Laureen Barry,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Orchard Park,NY,1/20/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Laureen Barry,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Orchard Park,NY,1/20/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Laureen Barry,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Orchard Park,NY,1/20/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Laureen Barry,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Orchard Park,NY,1/20/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Laureen Barry,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Orchard Park,NY,1/20/2016,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Laureen Paul,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Bellmore,NY,1/4/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Laureen Paul,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Bellmore,NY,1/4/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Laureen Paul,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Bellmore,NY,1/4/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Laurence Christian,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Jamaica,NY,9/21/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Laurence Christian,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Jamaica,NY,9/21/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Laurence Christian,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Jamaica,NY,9/21/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes
2016,Laverna Hernandez,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Niagara Falls,NY,8/31/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Laverna Hernandez,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Niagara Falls,NY,8/31/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Laverna Hernandez,2999.99,Trek Conduit+ - 2016,Electric Bikes,Niagara Falls,NY,8/31/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes
2016,Laverne Craft,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Forest Hills,NY,3/16/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Lavette Wright,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Ronkonkoma,NY,2/21/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lavette Wright,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Ronkonkoma,NY,2/21/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lavette Wright,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Ronkonkoma,NY,2/21/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lavette Wright,5999.98,Trek Conduit+ - 2016,Electric Bikes,Ronkonkoma,NY,2/21/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes
2016,Lavona Austin,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Utica,NY,7/1/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lavona Austin,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Utica,NY,7/1/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Lavona Austin,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Utica,NY,7/1/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Lavona Austin,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Utica,NY,7/1/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Lavonne Anderson,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Floral Park,NY,3/27/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Lavonne Anderson,5999.98,Trek Conduit+ - 2016,Electric Bikes,Floral Park,NY,3/27/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes
2016,Lazaro Moran,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Sugar Land,TX,2/9/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Rowlett Bikes
2016,Lazaro Moran,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Sugar Land,TX,2/9/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Rowlett Bikes
2016,Lazaro Moran,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Sugar Land,TX,2/9/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Rowlett Bikes
2016,Lazaro Moran,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Sugar Land,TX,2/9/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Rowlett Bikes
2016,Lazaro Moran,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Sugar Land,TX,2/9/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes
2016,Le Deleon,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Banning,CA,9/5/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes
2016,Le Deleon,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Banning,CA,9/5/2016,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Le Deleon,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Banning,CA,9/5/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes
2016,Le Deleon,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Banning,CA,9/5/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes
2016,Le Deleon,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Banning,CA,9/5/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes
2016,Le Wood,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Pittsford,NY,12/21/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Le Wood,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Pittsford,NY,12/21/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Lea Irwin,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,New Windsor,NY,7/19/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lea Irwin,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,New Windsor,NY,7/19/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lea Key,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Banning,CA,1/12/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Santa Cruz Bikes
2016,Lea Key,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Banning,CA,1/12/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Lea Key,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Banning,CA,1/12/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Lea Key,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Banning,CA,1/12/2016,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes
2016,Lean Stark,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Upland,CA,12/27/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Lean Stark,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Upland,CA,12/27/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes
2016,Leanna Manning,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Hicksville,NY,5/6/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leanna Manning,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Hicksville,NY,5/6/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Leanna Manning,3098,Surly Straggler - 2016,Cyclocross Bicycles,Hicksville,NY,5/6/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Leanna Manning,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Hicksville,NY,5/6/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Leanna Manning,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Hicksville,NY,5/6/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Lecia Hancock,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Schenectady,NY,3/15/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lee Roman,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Brentwood,NY,8/29/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lee Roman,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Brentwood,NY,8/29/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Lee Roman,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Brentwood,NY,8/29/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Leeanne Cross,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Bayside,NY,12/15/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leila Barr,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Carmel,NY,12/10/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leila Barr,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Carmel,NY,12/10/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Leila Barr,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Carmel,NY,12/10/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Leila Barr,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Carmel,NY,12/10/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Lenita Bonner,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Los Banos,CA,11/23/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Santa Cruz Bikes
2016,Lenita Bonner,1549,Surly Straggler - 2016,Cyclocross Bicycles,Los Banos,CA,11/23/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Leone Emerson,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Whitestone,NY,11/26/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leone Emerson,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Whitestone,NY,11/26/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Leone Emerson,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Whitestone,NY,11/26/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leone Emerson,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Whitestone,NY,11/26/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Leone Emerson,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Whitestone,NY,11/26/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Leonore Dorsey,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Jackson Heights,NY,4/7/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leonore Dorsey,3098,Surly Straggler - 2016,Cyclocross Bicycles,Jackson Heights,NY,4/7/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Leonore Dorsey,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Jackson Heights,NY,4/7/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Leslie Higgins,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Saratoga Springs,NY,1/4/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Leslie Higgins,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Saratoga Springs,NY,1/4/2016,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Leticia Snyder,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Pittsford,NY,2/28/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Leticia Snyder,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Pittsford,NY,2/28/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Leticia Snyder,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pittsford,NY,2/28/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Leticia Snyder,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Pittsford,NY,2/28/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes
2016,Lezlie Lamb,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Central Islip,NY,11/15/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lezlie Lamb,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Central Islip,NY,11/15/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lezlie Lamb,3098,Surly Straggler - 2016,Cyclocross Bicycles,Central Islip,NY,11/15/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Lezlie Lamb,2999.99,Trek Conduit+ - 2016,Electric Bikes,Central Islip,NY,11/15/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes
2016,Lezlie Lamb,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Central Islip,NY,11/15/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Lezlie Thompson,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Freeport,NY,9/27/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Liliana Kerr,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Desoto,TX,11/12/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Rowlett Bikes
2016,Liliana Kerr,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Desoto,TX,11/12/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Rowlett Bikes
2016,Liliana Kerr,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Desoto,TX,11/12/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes
2016,Lilliam Nolan,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Copperas Cove,TX,5/8/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Rowlett Bikes
2016,Lissa Vargas,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Oswego,NY,3/18/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Lissa Vargas,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Oswego,NY,3/18/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lissa Vargas,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Oswego,NY,3/18/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Lissa Vargas,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Oswego,NY,3/18/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Lois Steele,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Ossining,NY,10/23/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lois Steele,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Ossining,NY,10/23/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lois Steele,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Ossining,NY,10/23/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Loise Walker,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Shirley,NY,11/9/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Loise Walker,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Shirley,NY,11/9/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Loise Walker,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Shirley,NY,11/9/2016,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Loni Duncan,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Rosedale,NY,4/2/2016,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Loreen Byers,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,South Ozone Park,NY,11/23/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Loreen Byers,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,South Ozone Park,NY,11/23/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Loreen Byers,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,South Ozone Park,NY,11/23/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Loreen Byers,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,South Ozone Park,NY,11/23/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Loreen Byers,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,South Ozone Park,NY,11/23/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Lorrie Becker,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Garland,TX,6/1/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes
2016,Lorrie Becker,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Garland,TX,6/1/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes
2016,Lorrie Becker,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Garland,TX,6/1/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes
2016,Lorrie Justice,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Pomona,CA,11/3/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes
2016,Lorrie Justice,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Pomona,CA,11/3/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes
2016,Lorrie Justice,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pomona,CA,11/3/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes
2016,Lorrie Pollard,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Ronkonkoma,NY,4/22/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Lory Berg,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Oswego,NY,10/14/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Lory Berg,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Oswego,NY,10/14/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Lory Page,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Bay Shore,NY,10/19/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Lory Page,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Bay Shore,NY,10/19/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Lory Page,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Bay Shore,NY,10/19/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Loyce Conway,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Central Islip,NY,12/26/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Loyce Conway,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Central Islip,NY,12/26/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Loyce Conway,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Central Islip,NY,12/26/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes
2016,Loyce Conway,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Central Islip,NY,12/26/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Lucas Estes,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Monica,CA,10/25/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes
2016,Lucas Estes,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Monica,CA,10/25/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes
2016,Lucas Estes,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Monica,CA,10/25/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Lucas Estes,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Monica,CA,10/25/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes
2016,Lucas Estes,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Monica,CA,10/25/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes
2016,Lucy Woods,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Palos Verdes Peninsula,CA,4/16/2016,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Luke Fuller,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Hempstead,NY,9/1/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
